index,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images,City
75,"Sector 40, Gurgaon",3 BHK Independent Builder Floor for rent in Sector 40 Gurgaon,Sector 40 Gurgaon,Carpet Area,68000.0,2340,3,4,0.0,28.4500427,77.0577093,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
77,"Ashiyana, Sunflower","Studio Apartments / 1 RK Flats for rent in Pratap Nagar, Jaipur","Pratap Nagar, Jaipur",Carpet Area,20000.0,1400,1,1,0.0,26.8808145,75.7919299,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Jaipur
78,"Boudhanagar Colony, Hyderabad","1 Bedroom House for rent in Boudhanagar Colony, Hyderabad","Boudhanagar Colony, Hyderabad",Plot Area,10000.0,2700,1,1,0.0,17.360589,78.4740613,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/24047/1/480941746M-1710766171295.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Hyderabad
80,Carmel Heights,"4 BHK Flat for rent in Whitefield, Bangalore East","Whitefield, Bangalore East",Carpet Area,72000.0,2250,4,4,0.0,12.9696365,77.7497448,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
81,"Madurai Main, Madurai",3 Bedroom House for rent in Madurai Main,Madurai Main,Plot Area,27000.0,1952,3,3,0.0,9.9617787,78.2021776,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Madurai Main
82,Merlin The One,"2 BHK Flat for rent in Tollygunge, Kolkata South","Tollygunge, Kolkata South",Built-up Area,60000.0,707,2,2,0.0,22.4998784,88.3471713,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Kolkata South
83,on request,"4 Bedroom House for rent in Bhatagaon, Raipur","Bhatagaon, Raipur",Plot Area,25000.0,1500,4,5,0.0,21.2117596,81.6185286,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Raipur
84,"Malsi, Dehradun","3 BHK Independent Builder Floor for rent in Malsi, Dehradun","Malsi, Dehradun",Carpet Area,40000.0,2500,3,3,0.0,30.2515106,78.1160082,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Dehradun
85,"Lawrance Road, North Delhi","2 BHK Independent Builder Floor for rent in Lawrance Road, North Delhi","Lawrance Road, North Delhi",Carpet Area,20000.0,700,2,1,0.0,28.6273928,77.1716954,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",North Delhi
86,Lashkaria Green Tower,"2 BHK Flat for rent in Lashkaria Green Tower , Gilbert hill ,Andheri West Mumbai","Lashkaria Green Tower , Gilbert hill ,Andheri West Mumbai",Built-up Area,63500.0,1150,2,2,0.0,19.0785451,72.878176,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Andheri West Mumbai
87,"F Sector kankarbagh, Patna","3 BHK Independent Builder Floor for rent in F Sector kankarbagh, Patna","F Sector kankarbagh, Patna",Carpet Area,30000.0,1100,3,2,0.0,25.6093239,85.1235252,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Patna
88,Akar Heights,"2 BHK Flat for rent in Sancoale, Goa","Sancoale, Goa",Built-up Area,20000.0,1500,2,3,0.0,15.4064,73.89294,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Goa
90,"Ashiyana, Sunflower Colony","3 BHK Flat for rent in Pratap Nagar, Jaipur","Pratap Nagar, Jaipur",Carpet Area,22000.0,1800,3,3,0.0,26.8808145,75.7919299,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Jaipur
91,Eco Space,"3 BHK Flat for rent in Patamata, Vijayawada","Patamata, Vijayawada",Super Built-up Area,23000.0,2350,3,3,0.0,16.4948783,80.662537,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Vijayawada
92,Ashadeep Kings Court,"3 Bedroom House for rent in Jagatpura, Jaipur","Jagatpura, Jaipur",Plot Area,45000.0,900,3,3,0.0,27.2872533,75.8111787,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Jaipur
93,"NSR Nagar, Nearby Fun Times club","2 Bedroom House for rent in State Bank Colony, Vijayawada","State Bank Colony, Vijayawada",Plot Area,30000.0,3150,2,2,0.0,16.5087573,80.6185089,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Vijayawada
94,Mapsko Royale Ville,3 BHK Flat for rent in Sector 82 Gurgaon,Sector 82 Gurgaon,Super Built-up Area,44000.0,2300,3,5,3.7,28.3931076,76.9588762,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
98,Lodha Upper Thane,"3 BHK Flat for rent in Anjurdive, Thane","Anjurdive, Thane",Carpet Area,24000.0,1014,3,3,3.8,19.1943294,72.9701779,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
99,Lodha Upper Thane,"3 BHK Flat for rent in Anjurdive, Thane","Anjurdive, Thane",Carpet Area,22000.0,1019,3,3,3.8,19.1943294,72.9701779,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
100,Lodha Amara,"3 BHK Flat for rent in Kolshet Road, Thane","Kolshet Road, Thane",Super Built-up Area,43000.0,906,3,3,4.3,19.2450732,72.9967449,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
101,Eros Rosewood City,Studio Apartments / 1 RK Flats for rent in Sector 49 Gurgaon,Sector 49 Gurgaon,Carpet Area,28000.0,540,1,1,4.0,28.4128851,77.0498362,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
102,Satyam Fabula,"3 Bedroom House for rent in Gorwa, Vadodara","Gorwa, Vadodara",Plot Area,15000.0,1800,3,4,0.0,22.3354934,73.148582,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23976/8/479528242M-1710308471060.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528246M-1710308479598.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528256M-1710308462157.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528262M-1710308462221.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528264M-1710308461537.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528276M-1710308468933.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528266M-1710308467541.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528290M-1710308468163.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528296M-1710308473440.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528308M-1710308461567.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528314M-1710308462275.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528328M-1710308467263.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528330M-1710308462307.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528332M-1710308469865.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528310M-1710312058826.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528278M-1710308465876.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528306M-1710308473127.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528322M-1710308473634.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528334M-1710308474174.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528300M-1710308462235.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528238M-1710308461773.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528252M-1710308472383.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528286M-1710308471706.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528284M-1710308465419.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528288M-1710308461317.jpg', 'https://imagecdn.99acres.com/media1/23976/8/479528336M-1710308472225.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Vadodara
104,Lal bahadur shastri layout,"3 Bedroom House for rent in Kulashekara, Mangalore","Kulashekara, Mangalore",Built-up Area,20000.0,1250,3,2,0.0,12.8906704,74.8887997,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mangalore
105,E2 Vasant Kunj,"2 BHK Flat for rent in Vasant Kunj, South Delhi","Vasant Kunj, South Delhi",Super Built-up Area,35000.0,1200,2,2,4.2,28.51319,77.16137308119117,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
106,DDA New Allotment,"3 BHK Flat for rent in Sector E Vasant Kunj, South Delhi","Sector E Vasant Kunj, South Delhi",Super Built-up Area,55000.0,1550,3,2,3.9,28.6273928,77.1716954,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
107,Ireo Skyon,4 BHK Flat for rent in Sector 60 Gurgaon,Sector 60 Gurgaon,Super Built-up Area,95000.0,2800,4,5,4.0,28.3985617,77.0978276,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
108,kalindi girija garden,"3 BHK Flat for rent in Punaichak, Patna","Punaichak, Patna",Carpet Area,20000.0,1495,3,2,0.0,25.6093239,85.1235252,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Patna
109,DLF Oakwood Estate,"4 BHK Flat for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Super Built-up Area,100000.0,1750,4,4,3.7,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
110,Ansal Sushant Lok Plots,"3 Bedroom House for rent in Sushant Lok Phase 1, Gurgaon","Sushant Lok Phase 1, Gurgaon",Plot Area,65000.0,2799,3,3,4.1,28.464228,77.076724,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
111,"Sushant Lok Phase 1, Gurgaon","3 BHK Independent Builder Floor for rent in Sushant Lok Phase 1, Gurgaon","Sushant Lok Phase 1, Gurgaon",Carpet Area,75000.0,2700,3,3,0.0,28.464228,77.076724,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
113,"Sector 55, Gurgaon",1 BHK Independent Builder Floor for rent in Sector 55 Gurgaon,Sector 55 Gurgaon,Carpet Area,27000.0,342,1,1,0.0,28.4274166,77.1097538,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
114,Emerald Park,"3 Bedroom House for rent in Annojiguda, Hyderabad","Annojiguda, Hyderabad",Plot Area,15000.0,1485,3,3,0.0,17.360589,78.4740613,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Hyderabad
