,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images
52,Abhyudoy CHS,"3 BHK Flat for rent in Anandapur, Kolkata South","Anandapur, Kolkata South",Super Built-up Area,"35,000 ","1,050",3,2,0,2.7497556,11.4860732,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23960/2/479202228M-1710179719526.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202222M-1710179710878.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202240M-1710179708303.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202242M-1710179715396.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202226M-1710179722930.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202224M-1710179716092.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202244M-1710179710492.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202250M-1710179706447.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202248M-1710179708724.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202264M-1710179715112.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202284M-1710179710707.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202258M-1710179718316.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202256M-1710179707424.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202260M-1710179707888.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202276M-1710179703225.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202268M-1710179703286.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202270M-1710179705361.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202272M-1710179713330.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202220M-1710179703439.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202278M-1710179719824.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202236M-1710179704818.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202290M-1710179709550.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202274M-1710179709720.jpg', 'https://imagecdn.99acres.com/media1/23960/2/479202280M-1710179705176.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
53,"Kasauli, Solan","2 Bedroom House for rent in Kasauli, Solan","Kasauli, Solan",Plot Area,"55,000 ",300,2,2,0,30.85844455,76.99796611489867,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23686/6/473726102M-1707997788910.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
54,Lok Everest Chs,"3 BHK Flat for rent in Mulund West, Mumbai","Mulund West, Mumbai",Carpet Area,"60,000 ","1,190",3,3,0,19.1719717,72.9511956,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
55,"DLF Phase 3, Gurgaon","4 BHK Independent Builder Floor for rent in DLF Phase 3, Gurgaon","DLF Phase 3, Gurgaon",Carpet Area,1.5 Lac ,"3,200",4,5,0,28.503444950000002,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
56,AWHO Complex,"4 BHK Flat for rent in Kadugodi, Bangalore East","Kadugodi, Bangalore East",Super Built-up Area,"46,000 ","2,060",4,3,0,12.9985767,77.7609716,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
57,"Kammanahalli, Bangalore East","2 Bedroom House for rent in Kammanahalli, Bangalore East","Kammanahalli, Bangalore East",Plot Area,"26,000 ","1,200",2,2,0,13.0093455,77.6377094,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
58,Chaitanya Koi Pond,"4 Bedroom House for rent in ECR, Chennai South","ECR, Chennai South",Plot Area,"80,000 ","4,150",4,6,0,2.7497556,11.4860732,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
59,Deepak Niwas,"2 BHK Flat for rent in Malad East, Mumbai","Malad East, Mumbai",Carpet Area,"25,000 ",480,2,1,0,19.1860219,72.8563181,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
60,TIA Four Avenues,"3 BHK Flat for rent in Sevasi, Vadodara","Sevasi, Vadodara",Carpet Area,"24,999 ","1,050",3,3,0,22.2973142,73.1942567,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
61,"Mansarovar Extension, Jaipur","3 BHK Independent Builder Floor for rent in Mansarovar Extension, Jaipur","Mansarovar Extension, Jaipur",Super Built-up Area,"32,000 ","1,400",3,2,0,26.9154576,75.8189817,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
62,Krishna Residency Mansarover Extension,"3 BHK Independent Builder Floor for rent in Mansarovar Extension, Jaipur","Mansarovar Extension, Jaipur",Super Built-up Area,"33,000 ","1,400",3,2,3.8,26.9154576,75.8189817,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
63,Siva Residency,"2 BHK Serviced Apartment for rent in Peelamedu , Coimbatore","Peelamedu , Coimbatore",Carpet Area,"30,000 ","1,200",2,2,0,11.032976,77.0004239,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
64,Ambalika Apartment,"2 BHK Flat for rent in South Purbachal, Kolkata South","South Purbachal, Kolkata South",Carpet Area,"17,000 ",800,2,2,0,2.7497556,11.4860732,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
65,Madhu kunj apartment,"3 BHK Flat for rent in Maruthi Nagar, Anantapur","Maruthi Nagar, Anantapur",Carpet Area,"16,000 ","1,500",3,2,0,14.6633074,77.5893257,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
66,"DLF Phase 2, Gurgaon","4 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Super Built-up Area,1.3 Lac ,"2,700",4,4,0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
67,Ireo Skyon,2 BHK Flat for rent in Sector 60 Gurgaon,Sector 60 Gurgaon,Super Built-up Area,"60,000 ","1,524",2,2,4.0,28.3985617,77.0978276,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
68,India Bulls Green,"2 BHK Flat for rent in New Panvel, Navi Mumbai","New Panvel, Navi Mumbai",Super Built-up Area,"25,000 ","1,246",2,2,0,18.9982037,73.1236641,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
69,"DLF Phase 2, Gurgaon","3 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Carpet Area,"82,500 ","2,268",3,3,0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
70,DLF Phase 2,"4 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Carpet Area,1.41 Lac ,"3,150",4,5,0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
71,Sri Vijaya Durga Residency,"2 BHK Flat for rent in Mathikere, Bangalore North","Mathikere, Bangalore North",Carpet Area,"23,000 ",960,2,2,0,13.0328884,77.557374,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
72,Swati Gardenia,"3 BHK Flat for rent in Prahlad Nagar, Ahmedabad West","Prahlad Nagar, Ahmedabad West",Super Built-up Area,"46,000 ","1,790",3,3,0,0.5090396,34.5731341,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
73,"Block A 2A Janakpuri, West Delhi","3 Bedroom House for rent in Block A 2A Janakpuri, West Delhi","Block A 2A Janakpuri, West Delhi",Plot Area,"40,000 ","2,340",3,2,0,28.6273928,77.1716954,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
74,"Sushant Lok Phase 1, Gurgaon","4 BHK Independent Builder Floor for rent in Sushant Lok Phase 1, Gurgaon","Sushant Lok Phase 1, Gurgaon",Carpet Area,1.75 Lac ,"3,762",4,4,0,28.464228,77.076724,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
75,"Sector 40, Gurgaon",3 BHK Independent Builder Floor for rent in Sector 40 Gurgaon,Sector 40 Gurgaon,Carpet Area,"68,000 ","2,340",3,4,0,28.4500427,77.0577093,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
76,Anushka Yogomaya,"2 BHK Flat for rent in Sonarpur, Kolkata South","Sonarpur, Kolkata South",Carpet Area,"18,000 ",600,2,2,0,2.7497556,11.4860732,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
77,"Ashiyana, Sunflower","Studio Apartments / 1 RK Flats for rent in Pratap Nagar, Jaipur","Pratap Nagar, Jaipur",Carpet Area,"20,000 ","1,400",1,1,0,26.8808145,75.7919299,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
78,"Boudhanagar Colony, Hyderabad","1 Bedroom House for rent in Boudhanagar Colony, Hyderabad","Boudhanagar Colony, Hyderabad",Plot Area,"10,000 ","2,700",1,1,0,17.360589,78.4740613,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/24047/1/480941746M-1710766171295.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
79,"Surendra Bhawan, Sector I","3 BHK Flat for rent in CE Block, Salt Lake, Kolkata North","CE Block, Salt Lake, Kolkata North",Built-up Area,"30,000 ","1,500",3,2,0,8.7712794,13.7803627,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
80,Carmel Heights,"4 BHK Flat for rent in Whitefield, Bangalore East","Whitefield, Bangalore East",Carpet Area,"72,000 ","2,250",4,4,0,12.9696365,77.7497448,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
81,"Madurai Main, Madurai",3 Bedroom House for rent in Madurai Main,Madurai Main,Plot Area,"27,000 ","1,952",3,3,0,9.9617787,78.2021776,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
82,Merlin The One,"2 BHK Flat for rent in Tollygunge, Kolkata South","Tollygunge, Kolkata South",Built-up Area,"60,000 ",707,2,2,0,22.4998784,88.3471713,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
83,on request,"4 Bedroom House for rent in Bhatagaon, Raipur","Bhatagaon, Raipur",Plot Area,"25,000 ","1,500",4,5,0,21.2117596,81.6185286,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
84,"Malsi, Dehradun","3 BHK Independent Builder Floor for rent in Malsi, Dehradun","Malsi, Dehradun",Carpet Area,"40,000 ","2,500",3,3,0,30.2515106,78.1160082,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
